-14612964,12927935
-11256797,7181081
-16852105,11247610
-15995635,7569442
-9057901,7503739
-11077798,7483934
-17906760,5381735
2667468,4311082
-22415162,22775877
-7163362,7984178
-19508303,12391956
-9348258,7210074
-10130225,10872293
-4696527,4281907
-15193667,17184690
-6182539,7690071
9660510,-6367172
8988948,-5333422
11362225,-6072048
6381848,-6063138
6421081,-8540501
9161192,-5932961
8631917,-4379066
3955253,2829116
6945338,-7095780
7303196,-8546387
9944593,-7676976
8012942,-7460722
5056807,-9060275
5894246,-5556447
10036557,-8558211
3603883,3154767
3069686,-8199675
7514164,-8417153
6581188,-5624384
5115507,-5189647
5728463,-7922476
5546591,-7091740
3132858,-7955358
3233872,2820103
-36543134,18153712
-36264318,19089544
-18093586,20639287
-31955689,15491786
-35713826,16246220
-37297543,15968265
-38876711,17565118
-6928647,12242766
414200,-4828543
5745805,-6824359
9957916,-6250053
8786881,-6682487
4566910,-7470900
5294996,-8161101
10469973,-8914751
5394687,497324
-12524072,-1280976
-15649758,6273655
-13467958,3500814
-14988995,1494624
-28378182,12539497
-15738482,9059939
-9362265,-3088806
-1887654,5844249
9758329,-7085772
9851390,-6814295
7239028,-7056437
6673446,-6471801
8562378,-6827289
7114040,-5405338
8569877,-8866742
5009615,589820
1901226,-6532073
10070103,-4987596
10717719,-8008208
9500291,-10046770
6242267,-6133166
8941362,-7433598
12694144,-9027319
3076241,3691067
6955395,-7379530
9333844,-8133242
11710880,-10488217
10182367,-9816213
4063332,-5248133
10368188,-7523594
10433643,-6469439
3358117,2117876
755781,-2197598
-9343328,5210321
4257819,-6889025
4711423,-9206281
3676927,-4408332
6734789,-4285749
6693873,-7441586
4045201,955859
4144145,-6048822
544499,-7124153
1960152,-6222001
4819136,-4911617
3808275,-6507377
3441342,-6364527
4139774,-9311522
2165232,6133554
4426213,-5101794
11687321,-7775974
11552732,-8418446
10123553,-8789587
10258117,-10193691
5630666,-8127522
5993960,-7922765
1842266,2944338
-5343738,-7002827
1275904,-10250986
678800,-9234709
-4781830,-2542356
3827443,-13863567
4507564,-10928164
5174327,-9851044
3472152,9683480
8680387,-8861695
7909846,-6270077
11665370,-8307202
10479824,-7863512
9193006,-8268670
11194231,-8021039
9458235,-6295515
3506121,3303880
-16116804,17247290
-12497894,11566673
-10244116,4261787
-21022451,15579313
-5808378,3161884
-10170474,5246382
-12734757,6622469
-3606169,9786030
6378591,-6356224
7923330,-8400176
9905528,-6827755
8059925,-7900935
6071455,-7249423
4126840,-6213389
9458703,-5356230
3896636,2299259
7568330,-8371799
7286620,-9697102
9878332,-7955523
10735790,-7575278
6380796,-8668985
8831971,-8856742
9447361,-8252166
3005959,4959986
-20817908,9795697
-10852321,6467239
-13391009,6909433
-11302217,-1163718
-11296900,5702711
-20009847,4519132
-16245750,6901245
-8038301,11407741
3596068,-12350952
2881968,-14681805
10310825,-18682138
352040,-13356701
8454986,-17231822
3285846,-10946693
6387197,-17094129
-3351422,9598845
5866540,-5680663
10117687,-6554508
9064027,-7856097
10652852,-8975153
5507608,-7386501
11231572,-6873941
10892989,-6131341
3354992,3470545
-54547172,58457998
-44207679,44298282
-40904988,36867763
-41416012,39361144
-54243966,37302177
-62435500,50348728
-56583859,52383385
-16468047,30881729
4089918,-17764964
6778440,-16336233
3780212,-13893948
3886272,-12602245
284858,-14791335
1369419,-11877675
1878597,-8594228
-3797234,10870480
1425525,-11364632
8716411,-17212667
4635725,-11899485
4121215,-15747622
-1010149,-12822546
6831346,-16709046
5227898,-15204532
-5370890,8594764
-5433057,1390434
407703,-4084543
303388,-2972075
2989634,-1726789
3010060,-3521794
2798540,-2084550
6185914,-6799932
444758,3140192
7319577,-9035436
9147929,-6649602
11704595,-8670782
9325749,-8048162
8665967,-8207768
7876892,-8449963
6766256,-5356525
1155538,4571393
-11294812,2201073
-14033696,8596225
-17084924,8780133
-19198459,6823091
-10297068,1448238
-15408759,14785296
-12454967,7430721
-8086228,8996332
-21893923,16417434
-42219909,46037307
-10464161,7149039
-26094664,25663202
-17368364,13019287
-30443861,24997859
-17374589,12555903
-9181897,22955067
4614465,-7242774
8514679,-4994363
6341449,-7126207
5105514,-5677029
3065288,-5264420
5192905,-7728493
9951312,-6617338
2694831,4078170
2817002,-6724221
10075871,-6111272
11277973,-9167690
7508942,-10037836
6345633,-9812460
10308832,-7878266
8536817,-7395878
4354317,1698581
-34805604,12661750
-41084781,18009848
-46117006,31357013
-39218526,22518023
-32124382,13562397
-36827799,17146517
-23829049,17855528
-9482966,22077040
-17749870,9579319
-11514250,3352003
-8771605,9727882
-10790955,9611651
-7512303,10278696
-23286635,24630411
-26451615,19814683
649850,5459967
-7875391,10391670
-19112390,17784273
-21862024,23164580
-20188637,21035543
-11149567,8928404
-23488149,14885034
-19406863,11413316
-18703893,29152672
-17470958,20676504
-12383503,7186076
-16377326,6864296
-32251074,14896770
-38536534,39954004
-21836873,17320963
-17746882,9928024
-9517376,25838434
2927402,-3769069
8181595,-5824388
10272510,-6868521
5775558,-4727221
5065416,-4832357
5396203,-6627117
8859332,-6175985
4769442,1050941
4992808,-7633446
7212906,-8303608
5919904,-8836496
6311612,-7010386
7809403,-7765329
7832220,-6545841
9061534,-8910991
3809736,3229856
8512639,-8733377
9407641,-7992156
10429085,-7708533
7605491,-5745043
4225257,-8505594
5831956,-8645221
9864931,-9729360
5021974,1674466
12681536,-10481245
10217716,-9122186
10312823,-5470027
9232418,-7414377
7942353,-7410545
8596134,-6955221
5633581,-5953680
2544182,3096413
-27178823,29951434
-29786237,29773232
-20602200,29219802
-16118230,17225607
-9326165,7041972
-11757552,11885923
-9709079,11861974
-1113110,4945110
1452851,-17823422
6766854,-14320619
1907715,-13800247
10405276,-15949203
-3439044,-4199512
597084,-15202106
728372,-14746554
-3177508,7115977
-18512229,6507783
-37629817,29344340
-51469620,44688517
-47440922,47098415
-40911795,28779173
-22286531,19828088
-38945594,48431281
-15438657,28366996
-25785887,11619219
-33937266,11575195
-38310609,20347239
-25939941,13812366
-12355744,-3853430
-744018,-6840983
-10001397,-7027650
-13315651,17622578
-54704018,50522031
-29985479,21425710
-25355635,20823500
-32943442,24808984
-27071954,17882168
-8911800,12732559
-25596362,19649712
-8112163,15911078
-25402778,11910438
-11636736,7214844
-21306948,12277482
-24710686,10754309
-26735888,9598267
